comment_id,sentence_id,attribution,primary_attribution,secondary_attribution,multiple_attribution_1,other_attribution,actual_comment_ids
2850,2850.1,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.10
2850,2850.11,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.11
2850,2850.12,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.12
2850,2850.13,1,overpopulation,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.13
2850,2850.14,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.14
2850,2850.15,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.15
2850,2850.16,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.16
2850,2850.17,0,,,,,UgzNeEDO6OIhzBHzlzt4AaABAg.8j7-toh1tlr8jP4I_LP9RZ.17
2657,2657.0,0,,,,,UggHot0bO_T8v3gCoAEC.8SDKaBxTlN78VMp3f7Er0N.0
2657,2657.1,0,,,,,UggHot0bO_T8v3gCoAEC.8SDKaBxTlN78VMp3f7Er0N.1
2657,2657.2,0,,,,,UggHot0bO_T8v3gCoAEC.8SDKaBxTlN78VMp3f7Er0N.2
308,308.0,0,,,,,Ugx-d6pYHW_JHPbDb5d4AaABAg.8ahjjUpMuxR8cbdctU-eRo.0
431,431.0,0,,,,,UgyBMgoaGsVExJWWjeZ4AaABAg.8wdW94_wMwL8wdWQ1vVBii.0
431,431.1,0,,,,,UgyBMgoaGsVExJWWjeZ4AaABAg.8wdW94_wMwL8wdWQ1vVBii.1
431,431.2,0,,,,,UgyBMgoaGsVExJWWjeZ4AaABAg.8wdW94_wMwL8wdWQ1vVBii.2
2117,2117.0,0,,,,,UgxC6HfG4VFPJpSs4kV4AaABAg.0
1140,1140.0,0,,,,,Ugycd3BJPW7XxHRMKDp4AaABAg.0
1140,1140.1,0,,,,,Ugycd3BJPW7XxHRMKDp4AaABAg.1
1140,1140.2,0,,,,,Ugycd3BJPW7XxHRMKDp4AaABAg.2
1140,1140.3,0,,,,,Ugycd3BJPW7XxHRMKDp4AaABAg.3
1140,1140.4,0,,,,,Ugycd3BJPW7XxHRMKDp4AaABAg.4
2605,2605.0,1,deforestation,contamination,,,UgzWXKOwES2LPl-LCzx4AaABAg.0
2605,2605.1,0,,,,,UgzWXKOwES2LPl-LCzx4AaABAg.1
2605,2605.2,0,,,,,UgzWXKOwES2LPl-LCzx4AaABAg.2
261,261.0,0,,,,,Ugz6rlqaXFLc86FrgPR4AaABAg.8pqnwPHOaB29-7m4yy6WI6.0
261,261.1,0,,,,,Ugz6rlqaXFLc86FrgPR4AaABAg.8pqnwPHOaB29-7m4yy6WI6.1
261,261.2,0,,,,,Ugz6rlqaXFLc86FrgPR4AaABAg.8pqnwPHOaB29-7m4yy6WI6.2
261,261.3,0,,,,,Ugz6rlqaXFLc86FrgPR4AaABAg.8pqnwPHOaB29-7m4yy6WI6.3
261,261.4,0,,,,,Ugz6rlqaXFLc86FrgPR4AaABAg.8pqnwPHOaB29-7m4yy6WI6.4
196,196.0,0,,,,,Ugz1aRd-kc3nyoNzsf54AaABAg.0
2523,2523.0,0,,,,,UgyZm2I5mU5edzrVyIB4AaABAg.8wAZoXZ0tFC8wAqqkOjJWQ.0
1872,1872.0,1,public water wastage,,,,UgwIjUE5sUdyDqYxm894AaABAg.0
1872,1872.1,1,public water wastage,,,,UgwIjUE5sUdyDqYxm894AaABAg.1
1872,1872.2,1,public water wastage,,,,UgwIjUE5sUdyDqYxm894AaABAg.2
2152,2152.0,0,,,,,UgyYKOSR7ellh4FTbxN4AaABAg.0
2152,2152.1,0,,,,,UgyYKOSR7ellh4FTbxN4AaABAg.1
2152,2152.2,1,government inaction,,,,UgyYKOSR7ellh4FTbxN4AaABAg.2
2152,2152.3,0,,,,,UgyYKOSR7ellh4FTbxN4AaABAg.3
2234,2234.0,0,,,,,Ugz49bBCpSgqyp5FhbJ4AaABAg.8xxTqDz_4nU8y0udXBdGBe.0
2234,2234.1,0,,,,,Ugz49bBCpSgqyp5FhbJ4AaABAg.8xxTqDz_4nU8y0udXBdGBe.1
2234,2234.2,0,,,,,Ugz49bBCpSgqyp5FhbJ4AaABAg.8xxTqDz_4nU8y0udXBdGBe.2
2639,2639.0,0,,,,,UghCCYS-vrUd2ngCoAEC.8U6Se1J5p-78WoPqhin0iw.0
279,279.0,0,,,,,UgyZm2I5mU5edzrVyIB4AaABAg.8wAZoXZ0tFC8wuMWrXtjGT.0
279,279.1,0,,,,,UgyZm2I5mU5edzrVyIB4AaABAg.8wAZoXZ0tFC8wuMWrXtjGT.1
2998,2998.0,0,,,,,Ugzl9wnb5l1b6hs9Le94AaABAg.8vrVB-mnoLx8vsJ2JMhPKg.0
2998,2998.1,0,,,,,Ugzl9wnb5l1b6hs9Le94AaABAg.8vrVB-mnoLx8vsJ2JMhPKg.1
2998,2998.2,0,,,,,Ugzl9wnb5l1b6hs9Le94AaABAg.8vrVB-mnoLx8vsJ2JMhPKg.2
304,304.0,0,,,,,UgwSF7sNfvLLgVhjvm54AaABAg.8rdXIWW04i28rk1x4MSUCl.0
304,304.1,0,,,,,UgwSF7sNfvLLgVhjvm54AaABAg.8rdXIWW04i28rk1x4MSUCl.1
617,617.0,0,,,,,UgwYNf_uQo5XHon5Ehx4AaABAg.0
617,617.1,0,,,,,UgwYNf_uQo5XHon5Ehx4AaABAg.1
3142,3142.0,1,public water wastage,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.0
3142,3142.1,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.1
3142,3142.2,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.2
3142,3142.3,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.3
3142,3142.4,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.4
3142,3142.5,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.5
3142,3142.6,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.6
3142,3142.7,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.7
3142,3142.8,0,,,,,Ugzo9yChn_LJBzhYekt4AaABAg.8wdWHUfAyeq8wdzt3HJGy-.8
1414,1414.0,1,government inaction,,,,UgwtfpdITRQjDhtrFtx4AaABAg.8wlb1i6qfHT8wpMF55TXBJ.0
1414,1414.1,1,government inaction,,,,UgwtfpdITRQjDhtrFtx4AaABAg.8wlb1i6qfHT8wpMF55TXBJ.1
1574,1574.0,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.0
1574,1574.1,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.1
1574,1574.2,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.2
1574,1574.3,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.3
1574,1574.4,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.4
1574,1574.5,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.5
1574,1574.6,0,,,,,UgxGBxF249bq6zewLqx4AaABAg.8ZzZMScDbCK8b0bvmjp6FD.6
834,834.0,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.0
834,834.1,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.1
834,834.2,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.2
834,834.3,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.3
834,834.4,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.4
834,834.5,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.5
834,834.6,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.6
834,834.7,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.7
834,834.8,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.8
834,834.9,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.9
834,834.1,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.10
834,834.11,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.11
834,834.12,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.12
834,834.13,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.13
834,834.14,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.14
834,834.15,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.15
834,834.16,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.16
834,834.17,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.17
834,834.18,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.18
834,834.19,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.19
834,834.2,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.20
834,834.21,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.21
834,834.22,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.22
834,834.23,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.23
834,834.24,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.24
834,834.25,0,,,,,UggTgIu_6uhi4ngCoAEC.8U7lwKKIx7o8W_-jUt-t2h.25
596,596.0,0,,,,,Ugy_4qj4VAYaqC4jtA14AaABAg.8y4u06sBZW88yDHhwPyUeM.0
596,596.1,0,,,,,Ugy_4qj4VAYaqC4jtA14AaABAg.8y4u06sBZW88yDHhwPyUeM.1
1838,1838.0,0,,,,,Ugwjx75MdQ-J7eVdDlB4AaABAg.8ePWSnY-Gyf8f3poMgc4Hi.0
2507,2507.0,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.0
2507,2507.1,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.1
2507,2507.2,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.2
2507,2507.3,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.3
2507,2507.4,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.4
2507,2507.5,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.5
2507,2507.6,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.6
2507,2507.7,0,,,,,UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK.7
2177,2177.0,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.0
2177,2177.1,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.1
2177,2177.2,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.2
2177,2177.3,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.3
2177,2177.4,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.4
2177,2177.5,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.5
2177,2177.6,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.6
2177,2177.7,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.7
2177,2177.8,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.8
2177,2177.9,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.9
2177,2177.1,0,,,,,Ugwkbb98GArBCPwYBpR4AaABAg.10
268,268.0,0,,,,,UgwLjd5oLEIjwKs6BIZ4AaABAg.0
268,268.1,0,,,,,UgwLjd5oLEIjwKs6BIZ4AaABAg.1
1744,1744.0,1,overpopulation,,,,UgxLTfe_Z9R2QalrdoV4AaABAg.0
1744,1744.1,1,overpopulation,,,,UgxLTfe_Z9R2QalrdoV4AaABAg.1
1744,1744.2,1,overpopulation,,,,UgxLTfe_Z9R2QalrdoV4AaABAg.2
1744,1744.3,1,overpopulation,,,,UgxLTfe_Z9R2QalrdoV4AaABAg.3
2596,2596.0,0,,,,,UggjF6Fjd5JRuHgCoAEC.0
1559,1559.0,0,,,,,Ugx2epo_x8vFjiqz1wh4AaABAg.0
1010,1010.0,0,,,,,Ugyjfg25V6y8eRP8spN4AaABAg.0
183,183.0,0,,,,,UgyTco6qTIu9ZUdLTEp4AaABAg.0
3145,3145.0,1,government inaction,,,,UgyP_H7i9akDwNXngJh4AaABAg.0
3145,3145.1,1,government inaction,damming,,,UgyP_H7i9akDwNXngJh4AaABAg.1
1986,1986.0,1,lack of harvesting,,,,UgyeKytmeSF7BWgLr4x4AaABAg.0
3102,3102.0,0,,,,,Ugho4m5maFNm2HgCoAEC.8Rgegf1RCRo8WeqxrjvxD_.0
626,626.0,0,,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.0
626,626.1,0,,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.1
626,626.2,0,,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.2
626,626.3,1,public water wastage,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.3
626,626.4,1,public water wastage,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.4
626,626.5,0,,,,,Ugy6gVK474Ev6504zhx4AaABAg.8wc1tauyzka8wdpk_mnut4.5
2599,2599.0,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.0
2599,2599.1,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.1
2599,2599.2,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.2
2599,2599.3,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.3
2599,2599.4,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.4
2599,2599.5,0,,,,,Ugwg8IIGT1D7Hev_Iq54AaABAg.8eLwCYZGZlQ8fBNDZL1ug_.5
923,923.0,0,,,,,UgzXrpAddhiD262Zl4t4AaABAg.0
2385,2385.0,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.0
2385,2385.1,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.1
2385,2385.2,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.2
2385,2385.3,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.3
2385,2385.4,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.4
2385,2385.5,0,,,,,Ugivo_HP5GHwpngCoAEC.8Q2SQWfmwFb8RThRJu3Q2Z.5
2947,2947.0,0,,,,,UgygpfJTAKtJDZkrwFV4AaABAg.0
516,516.0,0,,,,,Ugj1yC99g_U3T3gCoAEC.7zu1OsfX8L_7-KHG4SvY7l.0
516,516.1,0,,,,,Ugj1yC99g_U3T3gCoAEC.7zu1OsfX8L_7-KHG4SvY7l.1
516,516.2,0,,,,,Ugj1yC99g_U3T3gCoAEC.7zu1OsfX8L_7-KHG4SvY7l.2
1124,1124.0,0,,,,,UgwY8R_-l5DQ_K3Lwld4AaABAg.8bFvQwH6GPc8dJkuDXI9Hd.0
2829,2829.0,0,,,,,UgyNAsdxpa-4_WRb16Z4AaABAg.0
2829,2829.1,0,,,,,UgyNAsdxpa-4_WRb16Z4AaABAg.1
152,152.0,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.0
152,152.1,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.1
152,152.2,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.2
152,152.3,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.3
152,152.4,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.4
152,152.5,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.5
152,152.6,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.6
152,152.7,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.7
152,152.8,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.8
152,152.9,0,,,,,UgxXAjb4oBN-VnFLtQF4AaABAg.8wWpMaXdzrl8wXIo7NAw4W.9
2721,2721.0,0,,,,,UghznuSENnx1nXgCoAEC.8V3IkFqlxxU8WxA7fnfbkl.0
2721,2721.1,0,,,,,UghznuSENnx1nXgCoAEC.8V3IkFqlxxU8WxA7fnfbkl.1
672,672.0,0,,,,,Ugx8wr1TnOFHRPkXrdx4AaABAg.0
564,564.0,1,human activity,,,,UgzaMdSQlve9Zyrsc054AaABAg.0
564,564.1,1,human activity,,,,UgzaMdSQlve9Zyrsc054AaABAg.1
2353,2353.0,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.0
2353,2353.1,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.1
2353,2353.2,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.2
2353,2353.3,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.3
2353,2353.4,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.4
2353,2353.5,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.5
2353,2353.6,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.6
2353,2353.7,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.7
2353,2353.8,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.8
2353,2353.9,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.9
2353,2353.1,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.10
2353,2353.11,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.11
2353,2353.12,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.12
2353,2353.13,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.13
2353,2353.14,0,,,,,Ugz4PHLyzvWH49kBEDV4AaABAg.14
680,680.0,1,government inaction,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.0
680,680.1,1,government inaction,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.1
680,680.2,0,,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.2
680,680.3,0,,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.3
680,680.4,0,,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.4
680,680.5,0,,,,,UgxTdgRiNbZUgyLk9YR4AaABAg.5
1319,1319.0,0,,,,,UgyovEZwk9fzewkBtxZ4AaABAg.0
1319,1319.1,0,,,,,UgyovEZwk9fzewkBtxZ4AaABAg.1
524,524.0,0,,,,,UgwVU8GcnlA6x3X0zQ14AaABAg.0
1232,1232.0,0,,,,,UgyZKXW7gK9DBtDvUXp4AaABAg.8eLU3CwnC2E8ezjrqAR-KY.0
1466,1466.0,1,human activity,,,,UgxmaNqbzr5-FUoLF0V4AaABAg.0
1466,1466.1,1,pollution,human activity,,,UgxmaNqbzr5-FUoLF0V4AaABAg.1
1518,1518.0,1,lack of harvesting,,,,UgwnWYrg2MFOC5zgBX54AaABAg.8wOCdlv6UmW8wcoBdKGqAQ.0
1518,1518.1,1,lack of harvesting,,,,UgwnWYrg2MFOC5zgBX54AaABAg.8wOCdlv6UmW8wcoBdKGqAQ.1
2003,2003.0,0,,,,,UgzmpupX4e7NEeoR4NV4AaABAg.0
2003,2003.1,0,,,,,UgzmpupX4e7NEeoR4NV4AaABAg.1
572,572.0,0,,,,,UgjVcA_5h5auIXgCoAEC.0
572,572.1,0,,,,,UgjVcA_5h5auIXgCoAEC.1
572,572.2,0,,,,,UgjVcA_5h5auIXgCoAEC.2
572,572.3,1,government inaction,,,,UgjVcA_5h5auIXgCoAEC.3
572,572.4,0,,,,,UgjVcA_5h5auIXgCoAEC.4
572,572.5,0,,,,,UgjVcA_5h5auIXgCoAEC.5
572,572.6,0,,,,,UgjVcA_5h5auIXgCoAEC.6
572,572.7,0,,,,,UgjVcA_5h5auIXgCoAEC.7
572,572.8,0,,,,,UgjVcA_5h5auIXgCoAEC.8
572,572.9,0,,,,,UgjVcA_5h5auIXgCoAEC.9
572,572.1,0,,,,,UgjVcA_5h5auIXgCoAEC.10
572,572.11,0,,,,,UgjVcA_5h5auIXgCoAEC.11
23,23.0,0,,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hDTkX-ytyY.0
2756,2756.0,0,,,,,UgzKoF_DPKShYsqxAh14AaABAg.0
2756,2756.1,0,,,,,UgzKoF_DPKShYsqxAh14AaABAg.1
219,219.0,0,,,,,Ugy91tkUbzuTP9wPHxl4AaABAg.8we6FpRDc7X8wfY7WHkp-a.0
219,219.1,0,,,,,Ugy91tkUbzuTP9wPHxl4AaABAg.8we6FpRDc7X8wfY7WHkp-a.1
2365,2365.0,0,,,,,Ugy-UWQcsPJyzo8cgLV4AaABAg.0
2365,2365.1,0,,,,,Ugy-UWQcsPJyzo8cgLV4AaABAg.1
974,974.0,0,,,,,UgzMZRRq-gkKwE5lFkl4AaABAg.0
1446,1446.0,0,,,,,Ugwkni6n8HoFCrpqCol4AaABAg.0
2968,2968.0,0,,,,,UghjljeOmrO9bngCoAEC.0
2968,2968.1,0,,,,,UghjljeOmrO9bngCoAEC.1
2968,2968.2,0,,,,,UghjljeOmrO9bngCoAEC.2
2968,2968.3,0,,,,,UghjljeOmrO9bngCoAEC.3
2968,2968.4,0,,,,,UghjljeOmrO9bngCoAEC.4
2968,2968.5,0,,,,,UghjljeOmrO9bngCoAEC.5
2968,2968.6,0,,,,,UghjljeOmrO9bngCoAEC.6
2968,2968.7,0,,,,,UghjljeOmrO9bngCoAEC.7
2968,2968.8,0,,,,,UghjljeOmrO9bngCoAEC.8
2968,2968.9,0,,,,,UghjljeOmrO9bngCoAEC.9
1290,1290.0,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.0
1290,1290.1,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.1
1290,1290.2,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.2
1290,1290.3,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.3
1290,1290.4,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.4
1290,1290.5,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.5
1290,1290.6,0,,,,,UgzTR7U4H80pLSdBdOJ4AaABAg.8wvUoopfCNu8wwYe5IAh_D.6
770,770.0,1,contamination,,,,UgyE2thikQKqnlg1Jkl4AaABAg.8b3HCDxSDHo8qbt74Pb7Te.0
770,770.1,0,,,,,UgyE2thikQKqnlg1Jkl4AaABAg.8b3HCDxSDHo8qbt74Pb7Te.1
983,983.0,0,,,,,Ugwb4cS1PVcqbqnUtXV4AaABAg.0
2822,2822.0,0,,,,,Ugwi1t9a4DxGLaVOQlR4AaABAg.0
2822,2822.1,0,,,,,Ugwi1t9a4DxGLaVOQlR4AaABAg.1
2822,2822.2,0,,,,,Ugwi1t9a4DxGLaVOQlR4AaABAg.2
1099,1099.0,0,,,,,UgwVsY2LXpGy9bXU8994AaABAg.0
1608,1608.0,0,,,,,UgztUDoo1xeHNhj59nt4AaABAg.8wD4p87v42C8wDx7NnMk8K.0
1608,1608.1,0,,,,,UgztUDoo1xeHNhj59nt4AaABAg.8wD4p87v42C8wDx7NnMk8K.1
1608,1608.2,0,,,,,UgztUDoo1xeHNhj59nt4AaABAg.8wD4p87v42C8wDx7NnMk8K.2
1667,1667.0,0,,,,,UgzVYCAvy7WSnE2RftZ4AaABAg.0
1667,1667.1,0,,,,,UgzVYCAvy7WSnE2RftZ4AaABAg.1
1667,1667.2,0,,,,,UgzVYCAvy7WSnE2RftZ4AaABAg.2
3066,3066.0,1,contamination,,,,UgyrtIwV39WIQoeXQLV4AaABAg.0
3066,3066.1,1,contamination,,,,UgyrtIwV39WIQoeXQLV4AaABAg.1
3066,3066.2,1,contamination,,,,UgyrtIwV39WIQoeXQLV4AaABAg.2
3066,3066.3,0,,,,,UgyrtIwV39WIQoeXQLV4AaABAg.3
3066,3066.4,0,,,,,UgyrtIwV39WIQoeXQLV4AaABAg.4
2563,2563.0,0,,,,,UggCDUYWg-HfaHgCoAEC.8Q2Cm64Eu0a8Q2IjeW32D1.0
1478,1478.0,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.0
1478,1478.1,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.1
1478,1478.2,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.2
1478,1478.3,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.3
1478,1478.4,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.4
1478,1478.5,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.5
1478,1478.6,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.6
1478,1478.7,0,,,,,UgzZjItv7fcdLnMTn6J4AaABAg.7
